date,places ,value
01-05-2020,Uttaradit ,1988
01-05-2020,Uthai Thani ,1117
01-05-2020,Sukhothai ,4240
01-05-2020,Nan ,1569
01-05-2020,Kalasin ,1112
01-05-2020,Khon Kaen ,9869
01-05-2020,Chaiyaphum ,1948
01-05-2020,Nakhon Phanom ,1704
01-05-2020,Nakhon Ratchasima ,7709
01-05-2020,Buriram ,1331
01-05-2020,Maha Sarakham ,1022
01-05-2020,Mukdahan ,1172
01-05-2020,Roi Et ,1190
01-05-2020,Loei ,2514
01-05-2020,Sisaket ,1720
01-05-2020,Surin ,871
01-05-2020,Nong Khai ,4234
01-05-2020,Bueng Kan ,958
01-05-2020,Udon Thani ,5120
01-05-2020,Ubon Ratchathani ,6945
01-05-2020,Sakon Nakhon ,1643
01-05-2020,Yasothon ,739
01-05-2020,Amnat Charoen ,657
01-05-2020,Nong Bua Lamphu ,196
01-05-2021,Bangkok,251987
01-05-2021,Lopburi ,3023
01-05-2021,Phra Nakhon Si Ayutthaya ,9303
01-05-2021,Saraburi ,4725
01-05-2021,Chainat ,1285
01-05-2021,Nakhon Pathom ,3598
01-05-2021,Sing Buri ,1036
01-05-2021,Ang Thong ,895
01-05-2021,Nonthaburi ,1095
01-05-2021,Pathum Thani ,1531
01-05-2021,Samut Prakan ,1827
01-05-2021,Samut Sakhon ,1250
01-05-2021,Chachoengsao ,847
01-05-2021,Ratchaburi ,3901
01-05-2021,Kanchanaburi ,19921
01-05-2021,Samut Songkhram ,7705
01-05-2021,Suphan Buri ,3695
01-05-2021,Phetchaburi ,35478
01-05-2021,Prachuap Khiri Khan ,42558
01-05-2021,Chonburi ,27145
01-05-2021,Chanthaburi ,20737
01-05-2021,Trat ,22835
01-05-2021,Nakhon Nayok ,5750
01-05-2021,Prachinburi ,4292
01-05-2021,Rayong ,18611
01-05-2021,Sa Kaeo ,2546
01-05-2021,Phuket ,4061
01-05-2021,Phatthalung ,953
01-05-2021,Trang ,961
01-05-2021,Ranong ,1137
01-05-2021,Chumphon ,923
01-05-2021,Pattani ,876
01-05-2021,Yala ,1546
01-05-2021,Nakhon Si Thammarat ,5781
01-05-2021,Narathiwat ,742
01-05-2021,Krabi ,941
01-05-2021,Songkhla ,1923
01-05-2021,Phang Nga ,6247
01-05-2021,Surat Thani ,1607
01-05-2021,Satun ,3674
01-05-2021,Kamphaeng Phet ,6106
01-05-2021,Chiang Rai ,30099
01-05-2021,Chiang Mai ,70959
01-05-2021,Phichit ,3789
01-05-2021,Nakhon Sawan ,15393
01-05-2021,Tak ,13706
01-05-2021,Phitsanulok ,23433
01-05-2021,Phayao ,5168
01-05-2021,Phetchabun ,27136
01-05-2021,Phrae ,5296
01-05-2021,Lampang ,6855
01-05-2021,Lamphun ,1996
01-05-2021,Mae Hong Son ,12078
01-05-2021,Uttaradit ,5716
01-05-2021,Uthai Thani ,1167
01-05-2021,Sukhothai ,2834
01-05-2021,Nan ,5641
01-05-2021,Kalasin ,824
01-05-2021,Khon Kaen ,15252
01-05-2021,Chaiyaphum ,5794
01-05-2021,Nakhon Phanom ,1396
01-05-2021,Nakhon Ratchasima ,58023
01-05-2021,Buriram ,11108
01-05-2021,Maha Sarakham ,2302
01-05-2021,Mukdahan ,1799
01-05-2021,Roi Et ,2409
01-05-2021,Loei ,3286
01-05-2021,Sisaket ,1235
01-05-2021,Surin ,6689
01-05-2021,Nong Khai ,6310
01-05-2021,Bueng Kan ,609
01-05-2021,Udon Thani ,5145
01-05-2021,Ubon Ratchathani ,6702
01-05-2021,Sakon Nakhon ,1921
01-05-2021,Yasothon ,310
01-05-2021,Amnat Charoen ,280
01-05-2021,Nong Bua Lamphu ,745
01-05-2022,Bangkok,1223923
01-05-2022,Lopburi ,58179
01-05-2022,Phra Nakhon Si Ayutthaya ,70579
01-05-2022,Saraburi ,65891
01-05-2022,Chainat ,15003
01-05-2022,Nakhon Pathom ,62115
01-05-2022,Sing Buri ,13093
01-05-2022,Ang Thong ,6500
01-05-2022,Nonthaburi ,55240
01-05-2022,Pathum Thani ,22181
01-05-2022,Samut Prakan ,44887
01-05-2022,Samut Sakhon ,16984
01-05-2022,Chachoengsao ,22228
01-05-2022,Ratchaburi ,68095
01-05-2022,Kanchanaburi ,225589
01-05-2022,Samut Songkhram ,57303
01-05-2022,Suphan Buri ,58327
01-05-2022,Phetchaburi ,307709
01-05-2022,Prachuap Khiri Khan ,376515
01-05-2022,Chonburi ,657093
01-05-2022,Chanthaburi ,84917
01-05-2022,Trat ,107199
01-05-2022,Nakhon Nayok ,74370
01-05-2022,Prachinburi ,48582
01-05-2022,Rayong ,144903
01-05-2022,Sa Kaeo ,35217
01-05-2022,Phuket ,299970
01-05-2022,Phatthalung ,28268
01-05-2022,Trang ,56713
01-05-2022,Ranong ,27915
01-05-2022,Chumphon ,67244
01-05-2022,Pattani ,13182
01-05-2022,Yala ,59434
01-05-2022,Nakhon Si Thammarat ,105475
01-05-2022,Narathiwat ,19110
01-05-2022,Krabi ,83762
01-05-2022,Songkhla ,111926
01-05-2022,Phang Nga ,45279
01-05-2022,Surat Thani ,209989
01-05-2022,Satun ,73884
01-05-2022,Kamphaeng Phet ,27456
01-05-2022,Chiang Rai ,261119
01-05-2022,Chiang Mai ,380699
01-05-2022,Phichit ,26690
01-05-2022,Nakhon Sawan ,64904
01-05-2022,Tak ,89007
01-05-2022,Phitsanulok ,106424
01-05-2022,Phayao ,34331
01-05-2022,Phetchabun ,118838
01-05-2022,Phrae ,35984
01-05-2022,Lampang ,39017
01-05-2022,Lamphun ,17488
01-05-2022,Mae Hong Son ,66746
01-05-2022,Uttaradit ,36261
01-05-2022,Uthai Thani ,21454
01-05-2022,Sukhothai ,35899
01-05-2022,Nan ,72536
01-05-2022,Kalasin ,17898
01-05-2022,Khon Kaen ,138280
01-05-2022,Chaiyaphum ,44753
01-05-2022,Nakhon Phanom ,42937
01-05-2022,Nakhon Ratchasima ,289465
01-05-2022,Buriram ,109177
01-05-2022,Maha Sarakham ,21232
01-05-2022,Mukdahan ,34874
01-05-2022,Roi Et ,20923
01-05-2022,Loei ,83305
01-05-2022,Sisaket ,24776
01-05-2022,Surin ,44762
01-05-2022,Nong Khai ,61879
01-05-2022,Bueng Kan ,27048
01-05-2022,Udon Thani ,107761
01-05-2022,Ubon Ratchathani ,75163
01-05-2022,Sakon Nakhon ,40056
01-05-2022,Yasothon ,10856
01-05-2022,Amnat Charoen ,5708
01-05-2022,Nong Bua Lamphu ,6665
01-06-2019,Bangkok,2730212
01-06-2019,Lopburi ,44546
01-06-2019,Phra Nakhon Si Ayutthaya ,82229
01-06-2019,Saraburi ,68969
01-06-2019,Chainat ,23450
01-06-2019,Nakhon Pathom ,109610
01-06-2019,Sing Buri ,15121
01-06-2019,Ang Thong ,18583
01-06-2019,Nonthaburi ,81506
01-06-2019,Pathum Thani ,43242
01-06-2019,Samut Prakan ,91008
01-06-2019,Samut Sakhon ,58934
01-06-2019,Chachoengsao ,40885
01-06-2019,Ratchaburi ,52990
01-06-2019,Kanchanaburi ,229213
01-06-2019,Samut Songkhram ,47567
01-06-2019,Suphan Buri ,80569
01-06-2019,Phetchaburi ,264852
01-06-2019,Prachuap Khiri Khan ,309372
01-06-2019,Chonburi ,1272728
01-06-2019,Chanthaburi ,153288
01-06-2019,Trat ,145191
01-06-2019,Nakhon Nayok ,137656
01-06-2019,Prachinburi ,83396
01-06-2019,Rayong ,437564
01-06-2019,Sa Kaeo ,64022
01-06-2019,Phuket ,1061379
01-06-2019,Phatthalung ,64655
01-06-2019,Trang ,61901
01-06-2019,Ranong ,52726
01-06-2019,Chumphon ,110778
01-06-2019,Pattani ,21660
01-06-2019,Yala ,50676
01-06-2019,Nakhon Si Thammarat ,209065
01-06-2019,Narathiwat ,48227
01-06-2019,Krabi ,275731
01-06-2019,Songkhla ,368099
01-06-2019,Phang Nga ,67162
01-06-2019,Surat Thani ,347860
01-06-2019,Satun ,60615
01-06-2019,Kamphaeng Phet ,32150
01-06-2019,Chiang Rai ,197284
01-06-2019,Chiang Mai ,659246
01-06-2019,Phichit ,25369
01-06-2019,Nakhon Sawan ,79635
01-06-2019,Tak ,131440
01-06-2019,Phitsanulok ,146262
01-06-2019,Phayao ,17017
01-06-2019,Phetchabun ,141950
01-06-2019,Phrae ,19883
01-06-2019,Lampang ,45953
01-06-2019,Lamphun ,19567
01-06-2019,Mae Hong Son ,54882
01-06-2019,Uttaradit ,49696
01-06-2019,Uthai Thani ,24536
01-06-2019,Sukhothai ,68256
01-06-2019,Nan ,51017
01-06-2019,Kalasin ,22756
01-06-2019,Khon Kaen ,185698
01-06-2019,Chaiyaphum ,75654
01-06-2019,Nakhon Phanom ,34858
01-06-2019,Nakhon Ratchasima ,427592
01-06-2019,Buriram ,93944
01-06-2019,Maha Sarakham ,34327
01-06-2019,Mukdahan ,47028
01-06-2019,Roi Et ,34336
01-06-2019,Loei ,101848
01-06-2019,Sisaket ,26567
01-06-2019,Surin ,69586
01-06-2019,Nong Khai ,81468
01-06-2019,Bueng Kan ,21594
01-06-2019,Udon Thani ,172223
01-06-2019,Ubon Ratchathani ,101417
01-06-2019,Sakon Nakhon ,66671
01-06-2019,Yasothon ,15844
01-06-2019,Amnat Charoen ,6454
01-06-2019,Nong Bua Lamphu ,11457
01-06-2020,Bangkok,476161
01-06-2020,Lopburi ,9170
01-06-2020,Phra Nakhon Si Ayutthaya ,13005
01-06-2020,Saraburi ,14939
01-06-2020,Chainat ,3565
01-06-2020,Nakhon Pathom ,15048
01-06-2020,Sing Buri ,2282
01-06-2020,Ang Thong ,1176
01-06-2020,Nonthaburi ,11994
01-06-2020,Pathum Thani ,4852
01-06-2020,Samut Prakan ,8758
01-06-2020,Samut Sakhon ,8301
01-06-2020,Chachoengsao ,5049
01-06-2020,Ratchaburi ,18612
01-06-2020,Kanchanaburi ,79142
01-06-2020,Samut Songkhram ,13522
01-06-2020,Suphan Buri ,19461
01-06-2020,Phetchaburi ,85094
01-06-2020,Prachuap Khiri Khan ,123905
01-06-2020,Chonburi ,295090
01-06-2020,Chanthaburi ,38357
01-06-2020,Trat ,37762
01-06-2020,Nakhon Nayok ,21178
01-06-2020,Prachinburi ,10199
01-06-2020,Rayong ,69574
01-06-2020,Sa Kaeo ,11454
01-06-2020,Phuket ,72953
01-06-2020,Phatthalung ,9968
01-06-2020,Trang ,4399
01-06-2020,Ranong ,6606
01-06-2020,Chumphon ,17285
01-06-2020,Pattani ,5269
01-06-2020,Yala ,2873
01-06-2020,Nakhon Si Thammarat ,59278
01-06-2020,Narathiwat ,4384
01-06-2020,Krabi ,20782
01-06-2020,Songkhla ,69774
01-06-2020,Phang Nga ,14736
01-06-2020,Surat Thani ,18742
01-06-2020,Satun ,8553
01-06-2020,Kamphaeng Phet ,6170
01-06-2020,Chiang Rai ,48372
01-06-2020,Chiang Mai ,110139
01-06-2020,Phichit ,5413
01-06-2020,Nakhon Sawan ,18657
01-06-2020,Tak ,24479
01-06-2020,Phitsanulok ,34987
01-06-2020,Phayao ,4564
01-06-2020,Phetchabun ,32079
01-06-2020,Phrae ,4764
01-06-2020,Lampang ,7238
01-06-2020,Lamphun ,3180
01-06-2020,Mae Hong Son ,9123
01-06-2020,Uttaradit ,10164
01-06-2020,Uthai Thani ,5119
01-06-2020,Sukhothai ,14942
01-06-2020,Nan ,10617
01-06-2020,Kalasin ,3736
01-06-2020,Khon Kaen ,41215
01-06-2020,Chaiyaphum ,11349
01-06-2020,Nakhon Phanom ,4922
01-06-2020,Nakhon Ratchasima ,120991
01-06-2020,Buriram ,8140
01-06-2020,Maha Sarakham ,6077
01-06-2020,Mukdahan ,4611
01-06-2020,Roi Et ,5764
01-06-2020,Loei ,4036
01-06-2020,Sisaket ,10607
01-06-2020,Surin ,19845
01-06-2020,Nong Khai ,16009
01-06-2020,Bueng Kan ,2978
01-06-2020,Udon Thani ,23073
01-06-2020,Ubon Ratchathani ,29823
01-06-2020,Sakon Nakhon ,10308
01-06-2020,Yasothon ,2661
01-06-2020,Amnat Charoen ,1129
01-06-2020,Nong Bua Lamphu ,570
01-06-2021,Bangkok,222436
01-06-2021,Lopburi ,2747
01-06-2021,Phra Nakhon Si Ayutthaya ,9045
01-06-2021,Saraburi ,4536
01-06-2021,Chainat ,1046
01-06-2021,Nakhon Pathom ,3186
01-06-2021,Sing Buri ,1128
01-06-2021,Ang Thong ,843
01-06-2021,Nonthaburi ,882
01-06-2021,Pathum Thani ,1044
01-06-2021,Samut Prakan ,1485
01-06-2021,Samut Sakhon ,1059
01-06-2021,Chachoengsao ,737
01-06-2021,Ratchaburi ,7465
01-06-2021,Kanchanaburi ,31105
01-06-2021,Samut Songkhram ,9087
01-06-2021,Suphan Buri ,6999
01-06-2021,Phetchaburi ,33022
01-06-2021,Prachuap Khiri Khan ,34465
01-06-2021,Chonburi ,27798
01-06-2021,Chanthaburi ,19840
01-06-2021,Trat ,17408
01-06-2021,Nakhon Nayok ,4230
01-06-2021,Prachinburi ,2547
01-06-2021,Rayong ,18997
01-06-2021,Sa Kaeo ,2037
01-06-2021,Phuket ,16628
01-06-2021,Phatthalung ,1605
01-06-2021,Trang ,1811
01-06-2021,Ranong ,1491
01-06-2021,Chumphon ,1684
01-06-2021,Pattani ,583
01-06-2021,Yala ,692
01-06-2021,Nakhon Si Thammarat ,7152
01-06-2021,Narathiwat ,433
01-06-2021,Krabi ,1093
01-06-2021,Songkhla ,1539
01-06-2021,Phang Nga ,4474
01-06-2021,Surat Thani ,2236
01-06-2021,Satun ,2001
01-06-2021,Kamphaeng Phet ,5018
01-06-2021,Chiang Rai ,22962
01-06-2021,Chiang Mai ,59083
01-06-2021,Phichit ,3138
01-06-2021,Nakhon Sawan ,11394
01-06-2021,Tak ,11809
01-06-2021,Phitsanulok ,20540
01-06-2021,Phayao ,3963
01-06-2021,Phetchabun ,20779
01-06-2021,Phrae ,4158
01-06-2021,Lampang ,4727
01-06-2021,Lamphun ,1649
01-06-2021,Mae Hong Son ,7872
01-06-2021,Uttaradit ,4901
01-06-2021,Uthai Thani ,1609
01-06-2021,Sukhothai ,2988
01-06-2021,Nan ,10427
01-06-2021,Kalasin ,1019
01-06-2021,Khon Kaen ,13888
01-06-2021,Chaiyaphum ,4651
01-06-2021,Nakhon Phanom ,1538
01-06-2021,Nakhon Ratchasima ,73450
01-06-2021,Buriram ,12817
01-06-2021,Maha Sarakham ,1883
01-06-2021,Mukdahan ,1734
01-06-2021,Roi Et ,1500
01-06-2021,Loei ,2661
01-06-2021,Sisaket ,2469
01-06-2021,Surin ,8269
01-06-2021,Nong Khai ,6065
01-06-2021,Bueng Kan ,1364
01-06-2021,Udon Thani ,7754
01-06-2021,Ubon Ratchathani ,8541
01-06-2021,Sakon Nakhon ,2753
01-06-2021,Yasothon ,531
01-06-2021,Amnat Charoen ,549
01-06-2021,Nong Bua Lamphu ,1107
01-06-2022,Bangkok,1268316
01-06-2022,Lopburi ,56276
01-06-2022,Phra Nakhon Si Ayutthaya ,74459
01-06-2022,Saraburi ,67682
01-06-2022,Chainat ,14086
01-06-2022,Nakhon Pathom ,60224
01-06-2022,Sing Buri ,12506
01-06-2022,Ang Thong ,6121
01-06-2022,Nonthaburi ,55438
01-06-2022,Pathum Thani ,23024
01-06-2022,Samut Prakan ,47765
01-06-2022,Samut Sakhon ,15908
01-06-2022,Chachoengsao ,21696
01-06-2022,Ratchaburi ,61538
01-06-2022,Kanchanaburi ,210309
01-06-2022,Samut Songkhram ,52808
01-06-2022,Suphan Buri ,54895
01-06-2022,Phetchaburi ,277959
01-06-2022,Prachuap Khiri Khan ,362131
01-06-2022,Chonburi ,681783
01-06-2022,Chanthaburi ,79194
01-06-2022,Trat ,104205
01-06-2022,Nakhon Nayok ,79327
01-06-2022,Prachinburi ,50454
01-06-2022,Rayong ,151195
01-06-2022,Sa Kaeo ,36517
01-06-2022,Phuket ,356119
01-06-2022,Phatthalung ,28714
01-06-2022,Trang ,50178
01-06-2022,Ranong ,29011
01-06-2022,Chumphon ,70522
01-06-2022,Pattani ,13692
01-06-2022,Yala ,62602
01-06-2022,Nakhon Si Thammarat ,100520
01-06-2022,Narathiwat ,19730
01-06-2022,Krabi ,75119
01-06-2022,Songkhla ,127186
01-06-2022,Phang Nga ,41496
01-06-2022,Surat Thani ,220354
01-06-2022,Satun ,66935
01-06-2022,Kamphaeng Phet ,23648
01-06-2022,Chiang Rai ,259947
01-06-2022,Chiang Mai ,379649
01-06-2022,Phichit ,24953
01-06-2022,Nakhon Sawan ,67948
01-06-2022,Tak ,90321
01-06-2022,Phitsanulok ,104996
01-06-2022,Phayao ,32017
01-06-2022,Phetchabun ,120129
01-06-2022,Phrae ,38977
01-06-2022,Lampang ,39953
01-06-2022,Lamphun ,16957
01-06-2022,Mae Hong Son ,72767
01-06-2022,Uttaradit ,38526
01-06-2022,Uthai Thani ,22016
01-06-2022,Sukhothai ,35808
01-06-2022,Nan ,68114
01-06-2022,Kalasin ,18318
01-06-2022,Khon Kaen ,133491
01-06-2022,Chaiyaphum ,46029
01-06-2022,Nakhon Phanom ,43528
01-06-2022,Nakhon Ratchasima ,289093
01-06-2022,Buriram ,106802
01-06-2022,Maha Sarakham ,20744
01-06-2022,Mukdahan ,33637
01-06-2022,Roi Et ,20009
01-06-2022,Loei ,81240
01-06-2022,Sisaket ,25818
01-06-2022,Surin ,43800
01-06-2022,Nong Khai ,63575
01-06-2022,Bueng Kan ,27526
01-06-2022,Udon Thani ,103845
01-06-2022,Ubon Ratchathani ,76581
01-06-2022,Sakon Nakhon ,41370
01-06-2022,Yasothon ,10085
01-06-2022,Amnat Charoen ,5252
01-06-2022,Nong Bua Lamphu ,7033
01-07-2019,Bangkok,3008999
01-07-2019,Lopburi ,38352
01-07-2019,Phra Nakhon Si Ayutthaya ,78614
01-07-2019,Saraburi ,55597
01-07-2019,Chainat ,24004
01-07-2019,Nakhon Pathom ,116937
01-07-2019,Sing Buri ,15311
01-07-2019,Ang Thong ,15891
01-07-2019,Nonthaburi ,80728
01-07-2019,Pathum Thani ,36148
01-07-2019,Samut Prakan ,89536
01-07-2019,Samut Sakhon ,50745
01-07-2019,Chachoengsao ,43081
01-07-2019,Ratchaburi ,83406
01-07-2019,Kanchanaburi ,241155
01-07-2019,Samut Songkhram ,57945
01-07-2019,Suphan Buri ,64004
01-07-2019,Phetchaburi ,326995
01-07-2019,Prachuap Khiri Khan ,321644
01-07-2019,Chonburi ,1106315
01-07-2019,Chanthaburi ,131601
01-07-2019,Trat ,151318
01-07-2019,Nakhon Nayok ,176130
01-07-2019,Prachinburi ,79951
01-07-2019,Rayong ,308020
01-07-2019,Sa Kaeo ,67138
01-07-2019,Phuket ,748133
01-07-2019,Phatthalung ,70790
01-07-2019,Trang ,55758
01-07-2019,Ranong ,57228
01-07-2019,Chumphon ,124181
01-07-2019,Pattani ,22673
01-07-2019,Yala ,57024
01-07-2019,Nakhon Si Thammarat ,168746
01-07-2019,Narathiwat ,50799
01-07-2019,Krabi ,277123
01-07-2019,Songkhla ,413807
01-07-2019,Phang Nga ,72531
01-07-2019,Surat Thani ,464073
01-07-2019,Satun ,58483
01-07-2019,Kamphaeng Phet ,27655
01-07-2019,Chiang Rai ,191628
01-07-2019,Chiang Mai ,655029
01-07-2019,Phichit ,32616
01-07-2019,Nakhon Sawan ,67478
01-07-2019,Tak ,116558
01-07-2019,Phitsanulok ,141704
01-07-2019,Phayao ,18836
01-07-2019,Phetchabun ,122142
01-07-2019,Phrae ,28578
01-07-2019,Lampang ,37848
01-07-2019,Lamphun ,17963
01-07-2019,Mae Hong Son ,43270
01-07-2019,Uttaradit ,44572
01-07-2019,Uthai Thani ,26456
01-07-2019,Sukhothai ,65591
01-07-2019,Nan ,46737
01-07-2019,Kalasin ,20466
01-07-2019,Khon Kaen ,219224
01-07-2019,Chaiyaphum ,94995
01-07-2019,Nakhon Phanom ,34765
01-07-2019,Nakhon Ratchasima ,430254
01-07-2019,Buriram ,89281
01-07-2019,Maha Sarakham ,37552
01-07-2019,Mukdahan ,43614
01-07-2019,Roi Et ,42014
01-07-2019,Loei ,77242
01-07-2019,Sisaket ,30925
01-07-2019,Surin ,87827
01-07-2019,Nong Khai ,90751
01-07-2019,Bueng Kan ,22905
01-07-2019,Udon Thani ,183671
01-07-2019,Ubon Ratchathani ,123278
01-07-2019,Sakon Nakhon ,50626
01-07-2019,Yasothon ,16607
01-07-2019,Amnat Charoen ,7652
01-07-2019,Nong Bua Lamphu ,10380
01-07-2020,Bangkok,643740
01-07-2020,Lopburi ,16692
01-07-2020,Phra Nakhon Si Ayutthaya ,52072
01-07-2020,Saraburi ,36631
01-07-2020,Chainat ,9911
01-07-2020,Nakhon Pathom ,54016
01-07-2020,Sing Buri ,5357
01-07-2020,Ang Thong ,3358
01-07-2020,Nonthaburi ,21787
01-07-2020,Pathum Thani ,7901
01-07-2020,Samut Prakan ,10395
01-07-2020,Samut Sakhon ,16488
01-07-2020,Chachoengsao ,10458
01-07-2020,Ratchaburi ,64624
01-07-2020,Kanchanaburi ,189925
01-07-2020,Samut Songkhram ,42803
01-07-2020,Suphan Buri ,36348
01-07-2020,Phetchaburi ,266442
01-07-2020,Prachuap Khiri Khan ,224481
01-07-2020,Chonburi ,371657
01-07-2020,Chanthaburi ,99791
01-07-2020,Trat ,98169
01-07-2020,Nakhon Nayok ,127667
01-07-2020,Prachinburi ,56154
01-07-2020,Rayong ,91020
01-07-2020,Sa Kaeo ,53142
01-07-2020,Phuket ,57992
01-07-2020,Phatthalung ,39826
01-07-2020,Trang ,34768
01-07-2020,Ranong ,21337
01-07-2020,Chumphon ,60372
01-07-2020,Pattani ,5164
01-07-2020,Yala ,11132
01-07-2020,Nakhon Si Thammarat ,153194
01-07-2020,Narathiwat ,8946
01-07-2020,Krabi ,33488
01-07-2020,Songkhla ,183480
01-07-2020,Phang Nga ,13829
01-07-2020,Surat Thani ,90399
01-07-2020,Satun ,31014
01-07-2020,Kamphaeng Phet ,18865
01-07-2020,Chiang Rai ,134159
01-07-2020,Chiang Mai ,357496
01-07-2020,Phichit ,17954
01-07-2020,Nakhon Sawan ,42279
01-07-2020,Tak ,68984
01-07-2020,Phitsanulok ,78966
01-07-2020,Phayao ,12058
01-07-2020,Phetchabun ,86319
01-07-2020,Phrae ,15832
01-07-2020,Lampang ,23547
01-07-2020,Lamphun ,10685
01-07-2020,Mae Hong Son ,23166
01-07-2020,Uttaradit ,25148
01-07-2020,Uthai Thani ,17973
01-07-2020,Sukhothai ,42207
01-07-2020,Nan ,28852
01-07-2020,Kalasin ,8702
01-07-2020,Khon Kaen ,123572
01-07-2020,Chaiyaphum ,37967
01-07-2020,Nakhon Phanom ,22314
01-07-2020,Nakhon Ratchasima ,299236
01-07-2020,Buriram ,44028
01-07-2020,Maha Sarakham ,25394
01-07-2020,Mukdahan ,9603
01-07-2020,Roi Et ,26049
01-07-2020,Loei ,47648
01-07-2020,Sisaket ,18680
01-07-2020,Surin ,42214
01-07-2020,Nong Khai ,53929
01-07-2020,Bueng Kan ,15582
01-07-2020,Udon Thani ,102440
01-07-2020,Ubon Ratchathani ,57259
01-07-2020,Sakon Nakhon ,18759
01-07-2020,Yasothon ,7748
01-07-2020,Amnat Charoen ,3394
01-07-2020,Nong Bua Lamphu ,6194
01-07-2021,Bangkok,104844
01-07-2021,Lopburi ,2115
01-07-2021,Phra Nakhon Si Ayutthaya ,6207
01-07-2021,Saraburi ,2695
01-07-2021,Chainat ,730
01-07-2021,Nakhon Pathom ,1281
01-07-2021,Sing Buri ,757
01-07-2021,Ang Thong ,482
01-07-2021,Nonthaburi ,557
01-07-2021,Pathum Thani ,672
01-07-2021,Samut Prakan ,618
01-07-2021,Samut Sakhon ,528
01-07-2021,Chachoengsao ,440
01-07-2021,Ratchaburi ,3780
01-07-2021,Kanchanaburi ,12667
01-07-2021,Samut Songkhram ,2648
01-07-2021,Suphan Buri ,2776
01-07-2021,Phetchaburi ,12527
01-07-2021,Prachuap Khiri Khan ,18263
01-07-2021,Chonburi ,15362
01-07-2021,Chanthaburi ,16972
01-07-2021,Trat ,12286
01-07-2021,Nakhon Nayok ,2116
01-07-2021,Prachinburi ,1678
01-07-2021,Rayong ,16591
01-07-2021,Sa Kaeo ,1313
01-07-2021,Phuket ,21398
01-07-2021,Phatthalung ,1330
01-07-2021,Trang ,1565
01-07-2021,Ranong ,1270
01-07-2021,Chumphon ,1436
01-07-2021,Pattani ,464
01-07-2021,Yala ,441
01-07-2021,Nakhon Si Thammarat ,6230
01-07-2021,Narathiwat ,377
01-07-2021,Krabi ,835
01-07-2021,Songkhla ,901
01-07-2021,Phang Nga ,4206
01-07-2021,Surat Thani ,2082
01-07-2021,Satun ,1345
01-07-2021,Kamphaeng Phet ,4586
01-07-2021,Chiang Rai ,23836
01-07-2021,Chiang Mai ,52843
01-07-2021,Phichit ,3067
01-07-2021,Nakhon Sawan ,9801
01-07-2021,Tak ,10955
01-07-2021,Phitsanulok ,18673
01-07-2021,Phayao ,3818
01-07-2021,Phetchabun ,19417
01-07-2021,Phrae ,4605
01-07-2021,Lampang ,4034
01-07-2021,Lamphun ,1452
01-07-2021,Mae Hong Son ,8841
01-07-2021,Uttaradit ,4704
01-07-2021,Uthai Thani ,1140
01-07-2021,Sukhothai ,2682
01-07-2021,Nan ,7436
01-07-2021,Kalasin ,895
01-07-2021,Khon Kaen ,12918
01-07-2021,Chaiyaphum ,3225
01-07-2021,Nakhon Phanom ,1432
01-07-2021,Nakhon Ratchasima ,47868
01-07-2021,Buriram ,9185
01-07-2021,Maha Sarakham ,1595
01-07-2021,Mukdahan ,1538
01-07-2021,Roi Et ,1379
01-07-2021,Loei ,2431
01-07-2021,Sisaket ,1488
01-07-2021,Surin ,5703
01-07-2021,Nong Khai ,5620
01-07-2021,Bueng Kan ,1038
01-07-2021,Udon Thani ,6097
01-07-2021,Ubon Ratchathani ,5401
01-07-2021,Sakon Nakhon ,2440
01-07-2021,Yasothon ,445
01-07-2021,Amnat Charoen ,464
01-07-2021,Nong Bua Lamphu ,899
01-07-2022,Bangkok,1415912
01-07-2022,Lopburi ,58976
01-07-2022,Phra Nakhon Si Ayutthaya ,79559
01-07-2022,Saraburi ,76413
01-07-2022,Chainat ,15163
01-07-2022,Nakhon Pathom ,64818
01-07-2022,Sing Buri ,14445
01-07-2022,Ang Thong ,7901
01-07-2022,Nonthaburi ,63452
01-07-2022,Pathum Thani ,25006
01-07-2022,Samut Prakan ,52160
01-07-2022,Samut Sakhon ,16895
01-07-2022,Chachoengsao ,22985
01-07-2022,Ratchaburi ,64292
01-07-2022,Kanchanaburi ,233019
01-07-2022,Samut Songkhram ,58590
01-07-2022,Suphan Buri ,60397
01-07-2022,Phetchaburi ,289681
01-07-2022,Prachuap Khiri Khan ,377599
01-07-2022,Chonburi ,743082
01-07-2022,Chanthaburi ,78170
01-07-2022,Trat ,103396
01-07-2022,Nakhon Nayok ,82379
01-07-2022,Prachinburi ,53238
01-07-2022,Rayong ,154473
01-07-2022,Sa Kaeo ,38173
01-07-2022,Phuket ,478012
01-07-2022,Phatthalung ,30974
01-07-2022,Trang ,54003
01-07-2022,Ranong ,30968
01-07-2022,Chumphon ,76297
01-07-2022,Pattani ,15168
01-07-2022,Yala ,69709
01-07-2022,Nakhon Si Thammarat ,107327
01-07-2022,Narathiwat ,21614
01-07-2022,Krabi ,79890
01-07-2022,Songkhla ,141431
01-07-2022,Phang Nga ,39116
01-07-2022,Surat Thani ,240813
01-07-2022,Satun ,71438
01-07-2022,Kamphaeng Phet ,25948
01-07-2022,Chiang Rai ,270043
01-07-2022,Chiang Mai ,400473
01-07-2022,Phichit ,27109
01-07-2022,Nakhon Sawan ,73314
01-07-2022,Tak ,98178
